"","wife_age","wife_ed","husband_ed","num_child","wife_religion","wife_working","husband_cc","SOL_index","media_exposure","contraception"
"1109",30,2,3,1,1,1,2,1,0,"0"
"1110",35,4,4,3,1,1,1,4,0,"0"
"1111",34,2,2,9,1,0,2,3,0,"0"
"1112",28,4,4,1,1,0,1,3,0,"0"
"1113",18,3,4,1,1,1,3,3,0,"0"
"1114",25,2,3,2,1,1,3,2,0,"0"
"1115",27,3,4,0,1,0,3,3,0,"0"
"1116",21,4,4,1,1,1,3,4,0,"0"
"1117",19,4,4,1,1,1,1,3,0,"0"
"1118",26,4,4,0,1,1,3,4,0,"0"
"1119",28,4,4,5,1,1,1,4,0,"0"
"1120",38,1,3,4,1,0,2,2,0,"0"
"1121",39,2,3,10,1,1,3,4,0,"0"
"1122",45,2,3,6,1,1,3,2,1,"0"
"1123",30,3,4,4,0,1,2,3,0,"0"
"1124",47,2,4,2,1,1,3,2,1,"0"
"1125",38,2,2,6,1,1,3,4,0,"0"
"1126",42,3,3,5,1,1,2,2,0,"0"
"1127",31,4,4,2,1,1,1,2,0,"0"
"1128",44,1,2,2,1,1,3,1,0,"0"
"1129",42,4,4,3,1,0,1,4,0,"0"
"1130",28,4,4,2,1,1,1,3,0,"0"
"1131",34,2,4,6,1,0,3,4,0,"0"
"1132",45,1,3,7,1,0,1,3,0,"0"
"1133",43,4,4,5,1,1,1,3,0,"0"
"1134",28,3,4,0,1,0,3,4,0,"0"
"1135",27,3,4,0,1,1,3,3,0,"0"
"1136",26,2,3,1,1,0,4,4,0,"0"
"1137",26,3,4,1,0,1,2,2,0,"0"
"1138",37,3,4,4,1,0,2,4,0,"0"
"1139",48,3,4,11,1,1,1,4,0,"0"
"1140",47,2,3,12,1,1,3,1,0,"0"
"1141",22,2,4,1,1,1,3,4,0,"0"
"1142",48,4,4,1,0,1,1,4,0,"0"
"1143",42,1,3,12,1,1,2,4,0,"0"
"1144",32,4,4,3,1,1,1,4,0,"0"
"1145",33,4,4,3,0,0,1,3,0,"0"
"1146",45,4,4,1,1,0,1,4,0,"0"
"1147",26,2,3,1,1,0,3,4,1,"0"
"1148",45,4,4,1,1,1,1,4,0,"0"
"1149",25,3,3,1,1,0,2,4,0,"0"
"1150",36,4,3,3,1,0,3,2,0,"0"
"1151",31,3,3,2,1,0,3,3,0,"0"
"1152",22,3,4,2,1,1,3,3,0,"0"
"1153",46,4,4,10,1,1,1,3,0,"0"
"1154",26,2,3,3,1,1,3,4,0,"0"
"1155",25,3,2,1,1,0,3,3,0,"0"
"1156",20,4,4,0,0,0,2,4,0,"0"
"1157",31,3,4,3,0,0,2,4,0,"0"
"1158",36,3,3,3,0,0,2,3,1,"0"
"1159",47,3,2,5,1,1,4,4,0,"0"
"1160",43,3,4,2,0,1,3,4,0,"0"
"1161",20,3,4,0,1,1,3,3,0,"0"
"1162",24,4,4,4,1,1,1,4,0,"0"
"1163",33,2,2,3,0,0,2,4,0,"0"
"1164",41,3,4,3,0,1,2,4,0,"0"
"1165",48,3,4,4,0,1,2,4,0,"0"
"1166",32,4,4,1,0,1,1,4,0,"0"
"1167",38,3,3,4,0,0,3,2,1,"0"
"1168",48,3,4,8,1,1,3,3,0,"0"
"1169",34,1,3,4,1,0,3,4,0,"0"
"1170",31,1,1,6,1,1,3,2,0,"0"
"1171",46,1,2,7,1,1,3,1,1,"0"
"1172",45,2,2,7,1,1,3,1,1,"0"
"1173",34,3,4,4,0,1,3,1,1,"0"
"1174",16,2,4,1,1,1,3,4,0,"0"
"1175",18,3,2,1,1,1,3,1,0,"0"
"1176",22,2,2,1,1,1,3,1,1,"0"
"1177",32,2,2,2,1,1,2,4,0,"0"
"1178",41,1,3,3,1,0,2,4,0,"0"
"1179",22,3,3,2,1,1,2,4,0,"0"
"1180",23,3,2,0,1,1,2,2,0,"0"
"1181",22,3,4,0,1,0,3,4,0,"0"
"1182",40,2,2,6,1,1,2,2,1,"0"
"1183",29,3,4,1,0,1,2,3,0,"0"
"1184",42,4,4,0,0,0,3,4,0,"0"
"1185",29,3,4,2,1,1,3,4,0,"0"
"1186",31,3,2,1,1,1,3,4,0,"0"
"1187",28,4,4,3,0,0,1,4,0,"0"
"1188",21,2,3,0,1,1,3,4,0,"0"
"1189",26,4,4,2,1,1,1,3,0,"0"
"1190",37,3,4,0,1,1,3,4,0,"0"
"1191",24,3,4,2,1,1,2,2,0,"0"
"1192",25,4,4,0,0,1,2,4,0,"0"
"1193",22,2,1,0,1,1,2,2,0,"0"
"1194",45,4,4,1,1,1,1,4,0,"0"
"1195",47,4,4,1,1,1,1,4,0,"0"
"1196",28,4,4,5,1,0,3,4,0,"0"
"1197",24,2,2,4,1,1,3,4,0,"0"
"1198",34,3,3,6,1,1,2,3,0,"0"
"1199",47,2,3,5,1,1,1,1,0,"0"
"1200",31,3,4,2,1,1,1,4,0,"0"
"1201",26,1,3,1,1,1,3,1,0,"0"
"1202",25,4,4,3,1,1,1,2,0,"0"
"1203",47,1,1,4,1,1,2,2,0,"0"
"1204",48,1,1,8,1,1,1,1,1,"0"
"1205",38,2,2,10,1,1,3,2,0,"0"
"1206",32,1,3,4,1,1,2,2,1,"0"
"1207",47,1,2,2,1,1,2,4,0,"0"
"1208",27,4,4,3,1,1,1,4,0,"0"
"1209",40,1,1,0,1,1,3,2,0,"0"
"1210",46,4,4,6,1,1,1,4,0,"0"
"1211",33,3,3,3,1,1,3,4,0,"0"
"1212",49,1,2,5,1,0,2,2,1,"0"
"1213",21,2,4,3,1,1,3,2,0,"0"
"1214",31,4,4,0,0,0,2,4,0,"0"
"1215",42,4,4,4,1,1,3,4,0,"1"
"1216",35,4,4,3,1,1,1,4,0,"1"
"1217",31,4,4,4,1,1,3,3,0,"1"
"1218",42,4,4,6,1,1,1,3,0,"1"
"1219",49,3,4,4,1,1,3,4,0,"1"
"1220",21,4,4,1,1,1,1,3,0,"1"
"1221",28,3,4,3,1,1,1,4,0,"1"
"1222",22,4,4,1,1,1,1,3,0,"1"
"1223",36,4,4,3,1,0,1,4,0,"1"
"1224",45,2,2,9,1,1,3,3,0,"1"
"1225",40,4,4,4,1,1,1,4,0,"1"
"1226",30,2,2,7,1,1,3,4,0,"1"
"1227",35,4,4,5,1,0,1,4,0,"1"
"1228",26,2,4,2,1,1,1,4,0,"1"
"1229",45,4,4,3,1,1,1,4,0,"1"
"1230",27,3,3,2,1,1,3,4,0,"1"
"1231",32,4,4,4,1,1,1,2,0,"1"
"1232",27,4,4,3,1,1,1,3,0,"1"
"1233",28,4,4,2,0,1,1,4,0,"1"
"1234",30,4,4,3,1,1,2,1,0,"1"
"1235",34,4,4,4,1,1,2,4,0,"1"
"1236",26,3,4,3,1,1,2,3,0,"1"
"1237",44,1,4,2,1,1,1,3,0,"1"
"1238",29,4,4,3,1,1,1,4,0,"1"
"1239",26,3,4,2,1,1,3,3,0,"1"
"1240",41,4,4,8,1,1,1,4,0,"1"
"1241",32,3,3,4,1,0,3,3,0,"1"
"1242",23,3,1,1,1,0,3,3,0,"1"
"1243",38,2,3,4,1,1,1,2,0,"1"
"1244",22,4,4,1,1,0,2,2,0,"1"
"1245",34,3,4,3,0,1,1,4,0,"1"
"1246",38,3,4,7,0,1,2,3,0,"1"
"1247",21,4,4,1,1,1,1,4,0,"1"
"1248",43,1,3,4,1,1,1,4,0,"1"
"1249",44,3,3,9,1,1,1,1,0,"1"
"1250",24,4,4,1,1,1,2,4,0,"1"
"1251",27,4,4,1,1,0,3,3,0,"1"
"1252",34,3,4,4,1,1,3,3,0,"1"
"1253",29,3,4,2,1,1,1,4,0,"1"
"1254",26,4,4,1,1,0,2,3,0,"1"
"1255",37,4,4,7,1,1,1,4,0,"1"
"1256",21,3,4,3,1,1,1,4,0,"1"
"1257",47,4,4,4,0,1,2,4,0,"1"
"1258",41,4,4,3,1,0,2,3,0,"1"
"1259",29,3,4,3,1,1,1,3,0,"1"
"1260",25,4,4,1,1,0,1,4,0,"1"
"1261",33,4,4,2,0,0,1,3,0,"1"
"1262",23,4,4,1,0,1,1,4,0,"1"
"1263",32,4,4,4,1,1,2,3,0,"1"
"1264",45,4,4,3,1,1,1,4,0,"1"
"1265",37,4,4,4,1,1,1,4,0,"1"
"1266",35,2,4,4,0,1,3,2,0,"1"
"1267",37,4,4,3,1,1,3,4,0,"1"
"1268",35,4,4,5,1,1,2,4,0,"1"
"1269",23,4,4,1,1,1,3,3,0,"1"
"1270",38,2,2,8,1,1,2,2,0,"1"
"1271",41,4,4,4,0,0,2,4,0,"1"
"1272",35,1,2,9,1,0,3,1,0,"1"
"1273",29,4,4,3,1,1,3,2,0,"1"
"1274",26,3,3,2,1,1,1,3,0,"1"
"1275",22,3,3,2,1,1,3,3,0,"1"
"1276",30,2,3,5,1,1,3,1,1,"1"
"1277",36,4,4,3,1,1,3,3,0,"1"
"1278",26,3,4,3,1,1,1,4,0,"1"
"1279",32,4,4,2,1,0,3,4,0,"1"
"1280",39,4,4,3,0,1,2,4,0,"1"
"1281",29,3,4,3,1,1,1,3,0,"1"
"1282",40,4,4,5,1,1,1,3,0,"1"
"1283",43,3,3,6,1,0,3,2,0,"1"
"1284",44,3,4,6,1,1,3,2,0,"1"
"1285",24,4,4,2,1,1,2,4,0,"1"
"1286",42,4,4,3,1,0,1,4,0,"1"
"1287",33,3,4,2,1,1,1,4,0,"1"
"1288",24,4,4,1,0,1,2,3,0,"1"
"1289",28,3,4,2,0,1,2,3,0,"1"
"1290",32,2,1,5,1,0,2,2,0,"1"
"1291",26,2,2,4,1,1,3,4,0,"1"
"1292",27,4,4,1,1,1,1,4,0,"1"
"1293",41,3,4,3,0,1,2,4,0,"1"
"1294",28,3,4,2,0,1,3,3,0,"1"
"1295",23,4,4,1,1,0,3,4,0,"1"
"1296",31,2,2,4,1,1,4,3,1,"1"
"1297",33,4,4,3,0,1,2,4,0,"1"
"1298",35,4,4,5,1,1,1,4,0,"1"
"1299",39,3,4,5,1,1,3,4,0,"1"
"1300",27,4,4,2,1,1,1,3,0,"1"
"1301",48,4,4,3,0,1,1,4,0,"1"
"1302",25,3,1,2,1,0,3,4,0,"1"
"1303",38,4,4,4,1,1,2,4,0,"1"
"1304",48,4,4,7,1,0,1,4,0,"1"
"1305",34,4,4,4,1,0,3,3,0,"1"
"1306",36,3,3,4,1,1,1,3,0,"1"
"1307",34,4,4,3,1,0,3,4,0,"1"
"1308",42,4,4,4,0,0,2,4,0,"1"
"1309",45,3,3,5,0,1,1,3,0,"1"
"1310",37,4,4,4,0,1,2,4,0,"1"
"1311",38,4,4,3,0,0,2,4,0,"1"
"1312",42,3,3,4,0,1,3,4,0,"1"
"1313",42,2,4,5,0,1,2,3,0,"1"
"1314",41,4,4,6,1,1,1,4,0,"1"
"1315",43,4,4,5,0,1,1,4,0,"1"
"1316",34,4,4,2,0,0,3,2,0,"1"
"1317",44,2,3,1,0,1,2,4,0,"1"
"1318",41,4,4,4,0,1,1,4,0,"1"
"1319",36,4,4,3,1,1,1,4,0,"1"
"1320",34,1,2,5,1,1,3,4,0,"1"
"1321",32,3,2,5,1,1,3,3,0,"1"
"1322",34,3,3,6,1,1,1,4,0,"1"
"1323",24,4,4,2,1,0,3,3,0,"1"
"1324",21,3,3,1,0,1,3,2,0,"1"
"1325",38,4,3,9,1,1,3,3,0,"1"
"1326",39,4,4,3,1,0,1,4,0,"1"
"1327",35,2,2,6,1,0,2,2,1,"1"
"1328",30,2,3,7,1,1,3,3,0,"1"
"1329",17,3,4,1,1,1,3,3,0,"1"
"1330",32,2,4,3,1,1,3,4,0,"1"
"1331",43,4,4,5,0,1,1,4,0,"1"
"1332",31,2,2,4,1,1,3,3,0,"1"
"1333",24,1,2,3,1,1,3,2,0,"1"
"1334",26,2,4,3,1,1,1,3,0,"1"
"1335",35,3,4,4,1,0,1,4,0,"1"
"1336",46,3,4,4,1,0,3,4,0,"1"
"1337",29,2,3,3,1,1,3,3,0,"1"
"1338",21,3,4,1,1,0,3,4,0,"1"
"1339",31,4,4,5,1,0,1,4,0,"1"
"1340",24,4,4,2,1,1,3,3,0,"1"
"1341",24,2,4,3,1,1,3,3,0,"1"
"1342",36,4,4,4,1,1,1,3,0,"1"
"1343",37,2,3,9,1,1,3,3,0,"1"
"1344",37,3,3,6,1,1,3,3,0,"1"
"1345",37,3,3,11,1,1,1,2,0,"1"
"1346",44,4,4,4,0,1,2,3,0,"1"
"1347",35,2,3,6,1,1,2,3,0,"1"
"1348",25,4,4,3,1,1,3,3,0,"1"
"1349",21,4,4,2,1,1,2,3,0,"1"
"1350",24,1,2,3,1,1,3,2,0,"1"
"1351",16,2,3,1,1,1,3,1,0,"1"
"1352",21,3,2,1,1,1,3,1,1,"1"
"1353",25,2,4,2,1,1,2,4,0,"1"
"1354",26,4,4,1,1,0,2,4,0,"1"
"1355",43,4,4,2,1,1,1,4,0,"1"
"1356",24,4,4,1,1,1,1,4,0,"1"
"1357",30,3,4,3,0,1,3,3,0,"1"
"1358",30,2,3,3,1,1,3,3,0,"1"
"1359",26,4,4,2,1,1,3,3,0,"1"
"1360",29,2,4,4,1,1,3,2,0,"1"
"1361",24,3,4,4,1,1,3,1,0,"1"
"1362",29,3,3,2,1,1,3,2,0,"1"
"1363",29,1,2,1,1,1,3,3,0,"1"
"1364",22,4,4,1,1,1,2,4,0,"1"
"1365",30,3,3,4,1,0,3,2,0,"1"
"1366",24,4,4,1,1,1,2,3,0,"1"
"1367",25,4,4,2,1,1,1,2,0,"1"
"1368",44,4,4,5,1,0,1,4,0,"1"
"1369",28,2,3,3,1,1,2,4,0,"1"
"1370",22,3,3,1,1,1,3,2,0,"1"
"1371",30,2,2,6,1,0,2,3,0,"1"
"1372",25,3,4,3,1,1,2,4,0,"1"
"1373",25,4,4,2,1,1,3,3,0,"1"
"1374",33,4,4,2,1,0,1,4,0,"1"
"1375",33,3,3,4,1,0,2,3,0,"1"
"1376",26,3,3,2,1,0,2,2,0,"1"
"1377",29,3,4,5,1,1,3,3,0,"1"
"1378",32,3,3,4,1,1,2,1,0,"1"
"1379",30,4,4,1,1,0,3,2,0,"1"
"1380",37,4,4,1,0,1,1,4,0,"1"
"1381",31,1,2,4,1,1,3,3,0,"1"
"1382",36,1,2,4,1,1,3,1,1,"1"
"1383",36,2,2,7,1,0,2,2,1,"1"
"1384",26,3,4,2,1,0,2,4,0,"1"
"1385",36,4,4,3,1,1,1,4,0,"1"
"1386",28,4,4,1,1,1,2,4,0,"1"
"1387",33,4,4,5,1,1,3,3,0,"1"
"1388",25,3,4,2,1,0,2,4,0,"1"
"1389",31,4,4,2,0,1,1,4,0,"1"
"1390",38,4,4,4,1,0,1,4,0,"1"
"1391",35,1,2,5,1,1,3,3,0,"1"
"1392",33,4,4,3,0,0,2,4,0,"1"
"1393",30,2,2,2,1,1,3,2,0,"1"
"1394",20,3,3,2,1,1,2,2,1,"1"
"1395",18,3,3,1,1,1,2,2,0,"1"
"1396",30,3,2,3,1,1,3,3,0,"1"
"1397",35,2,3,6,1,0,3,2,0,"1"
"1398",22,3,3,2,1,1,3,1,0,"1"
"1399",28,2,4,7,1,1,3,3,0,"1"
"1400",21,3,3,1,1,1,3,1,0,"1"
"1401",27,3,4,4,1,1,3,4,0,"1"
"1402",30,3,4,3,1,1,3,3,0,"1"
"1403",25,3,4,2,1,1,3,3,0,"1"
"1404",26,4,4,3,1,1,3,2,0,"1"
"1405",37,2,4,5,1,1,1,4,0,"1"
"1406",47,1,3,9,1,0,3,3,0,"1"
"1407",36,1,1,5,1,1,3,3,0,"1"
"1408",36,2,3,6,1,1,2,4,0,"1"
"1409",36,4,4,3,1,1,2,4,0,"1"
"1410",28,4,4,4,1,1,3,4,0,"1"
"1411",21,4,4,2,1,1,3,3,0,"1"
"1412",25,4,4,2,1,1,2,3,0,"1"
"1413",30,3,4,3,1,1,3,4,0,"1"
"1414",22,3,3,3,1,1,3,3,0,"1"
"1415",23,4,3,2,1,0,2,3,0,"1"
"1416",36,3,4,9,1,1,3,4,0,"1"
"1417",28,4,3,2,1,1,3,2,0,"1"
"1418",46,2,2,5,1,1,2,4,0,"1"
"1419",47,4,4,5,1,1,3,2,0,"1"
"1420",41,1,4,5,1,0,2,4,0,"1"
"1421",44,4,4,5,1,1,3,4,0,"1"
"1422",34,2,3,3,0,1,3,2,1,"1"
"1423",37,2,3,6,1,1,3,4,0,"1"
"1424",34,4,4,2,0,1,1,4,0,"1"
"1425",22,2,4,2,1,1,3,2,0,"1"
"1426",33,2,3,4,1,1,2,3,0,"1"
"1427",21,3,4,3,1,1,3,1,0,"1"
"1428",31,4,4,4,1,0,3,4,0,"1"
"1429",41,4,3,5,1,0,3,4,0,"1"
"1430",30,4,3,4,1,1,3,3,0,"1"
"1431",32,2,4,5,1,1,3,4,0,"1"
"1432",27,4,4,2,0,0,2,4,0,"1"
"1433",26,4,4,1,0,0,2,4,0,"1"
"1434",42,4,4,5,0,1,2,4,0,"1"
"1435",24,4,4,1,1,1,1,3,0,"1"
"1436",37,4,4,6,1,1,1,4,0,"1"
"1437",30,2,3,5,1,0,3,4,0,"1"
"1438",27,4,4,1,1,1,1,4,0,"1"
"1439",34,2,4,6,1,1,3,3,0,"1"
"1440",32,3,4,5,0,1,1,4,0,"1"
"1441",28,4,4,1,0,0,2,4,0,"1"
"1442",29,3,3,1,0,0,2,4,0,"1"
"1443",42,4,4,3,0,1,2,4,0,"1"
"1444",21,2,2,0,0,1,4,4,0,"1"
"1445",22,4,4,2,1,1,3,4,0,"1"
"1446",36,4,4,3,0,1,3,4,0,"1"
"1447",45,2,3,3,0,0,2,4,0,"1"
"1448",34,4,4,2,0,0,2,4,0,"1"
"1449",35,2,3,5,1,1,3,3,0,"1"
"1450",19,4,4,1,1,1,2,3,0,"1"
"1451",27,4,4,4,1,1,3,3,0,"1"
"1452",37,2,4,4,1,0,2,3,0,"1"
"1453",26,3,2,4,1,1,3,4,0,"1"
"1454",28,1,3,5,1,1,3,4,0,"1"
"1455",31,3,4,5,1,1,1,4,0,"1"
"1456",32,2,2,6,1,1,2,3,0,"1"
"1457",40,2,2,4,0,0,2,4,0,"1"
"1458",27,3,3,5,1,1,2,4,0,"1"
"1459",27,2,2,3,1,1,2,2,1,"1"
"1460",37,4,4,5,0,0,2,4,0,"1"
"1461",22,4,3,1,1,1,2,2,0,"1"
"1462",27,4,4,4,1,1,1,2,1,"1"
"1463",21,4,4,1,0,1,2,4,0,"1"
"1464",30,1,3,2,1,1,3,4,0,"1"
"1465",23,2,2,1,1,1,2,4,0,"1"
"1466",25,2,4,3,1,1,1,3,0,"1"
"1467",42,2,4,6,1,1,2,4,0,"1"
"1468",29,4,4,3,1,1,1,4,0,"1"
"1469",33,4,4,2,1,0,2,4,0,"1"
"1470",33,4,4,3,1,1,1,4,0,"1"
"1471",39,3,3,8,1,0,1,4,0,"1"
"1472",33,3,3,4,1,0,2,2,0,"1"
"1473",17,3,3,1,1,1,2,4,0,"1"
